Order_ID,Ship_Mode,Ship_Date,Ship_id
20102,REGULAR AIR,6/6/2011,1467
21863,REGULAR AIR,22-11-2010,1468
21894,REGULAR AIR,20-12-2011,1469
22022,DELIVERY TRUCK,4/4/2010,1470
22663,DELIVERY TRUCK,11/1/2012,1471
22663,DELIVERY TRUCK,16-01-2012,1472
23713,REGULAR AIR,1/12/2012,1473
24358,REGULAR AIR,16-05-2009,1474
24386,REGULAR AIR,28-06-2012,1475
24386,EXPRESS AIR,27-06-2012,1476
24899,REGULAR AIR,22-08-2011,1477
25473,DELIVERY TRUCK,16-10-2012,1478
25473,REGULAR AIR,17-10-2012,1479
25638,REGULAR AIR,7/8/2009,1480
26016,REGULAR AIR,9/10/2009,1481
26016,EXPRESS AIR,9/10/2009,1482
26182,DELIVERY TRUCK,16-01-2010,1483
26691,REGULAR AIR,4/8/2012,1484
27015,REGULAR AIR,31-12-2011,1485
27840,DELIVERY TRUCK,4/7/2009,1486
28130,EXPRESS AIR,3/8/2009,1487
28130,EXPRESS AIR,30-07-2009,1488
28290,EXPRESS AIR,14-01-2009,1489
28290,EXPRESS AIR,12/1/2009,1490
29927,REGULAR AIR,8/11/2012,1491
29953,REGULAR AIR,10/2/2011,1492
31238,EXPRESS AIR,24-08-2010,1493
32067,REGULAR AIR,13-03-2012,1494
32198,REGULAR AIR,9/11/2011,1495
32231,REGULAR AIR,5/11/2012,1496
32452,REGULAR AIR,19-07-2011,1497
32998,DELIVERY TRUCK,30-09-2010,1498
33091,REGULAR AIR,27-01-2011,1499
33250,REGULAR AIR,27-06-2009,1500
33378,REGULAR AIR,28-04-2012,1501
33889,DELIVERY TRUCK,11/11/2010,1502
33889,REGULAR AIR,13-11-2010,1503
33889,REGULAR AIR,10/11/2010,1504
33889,REGULAR AIR,8/11/2010,1505
34567,DELIVERY TRUCK,30-04-2009,1506
36163,REGULAR AIR,5/11/2012,1507
36449,REGULAR AIR,5/9/2010,1508
36675,REGULAR AIR,6/7/2011,1509
37862,REGULAR AIR,15-01-2009,1510
38240,REGULAR AIR,19-12-2009,1511
38693,REGULAR AIR,21-06-2011,1512
38917,REGULAR AIR,28-11-2010,1513
39015,DELIVERY TRUCK,6/12/2009,1514
39015,REGULAR AIR,6/12/2009,1515
39265,REGULAR AIR,8/5/2010,1516
40962,REGULAR AIR,21-02-2011,1517
41059,EXPRESS AIR,14-09-2010,1518
41059,REGULAR AIR,15-09-2010,1519
41059,EXPRESS AIR,16-09-2010,1520
41059,DELIVERY TRUCK,15-09-2010,1521
41664,REGULAR AIR,4/12/2011,1522
41664,REGULAR AIR,6/12/2011,1523
42596,REGULAR AIR,16-08-2012,1524
43424,EXPRESS AIR,20-08-2011,1525
43808,REGULAR AIR,13-01-2011,1526
45218,REGULAR AIR,12/5/2009,1527
46050,REGULAR AIR,7/1/2010,1528
46117,DELIVERY TRUCK,26-05-2011,1529
46243,EXPRESS AIR,26-01-2012,1530
46243,REGULAR AIR,29-01-2012,1531
46243,REGULAR AIR,31-01-2012,1532
46310,REGULAR AIR,22-07-2010,1533
46310,REGULAR AIR,21-07-2010,1534
46503,REGULAR AIR,9/11/2011,1535
46726,REGULAR AIR,5/7/2012,1536
46726,REGULAR AIR,7/7/2012,1537
47042,REGULAR AIR,3/3/2012,1538
47174,REGULAR AIR,16-09-2011,1539
48034,REGULAR AIR,15-07-2009,1540
48034,DELIVERY TRUCK,14-07-2009,1541
48164,REGULAR AIR,31-10-2011,1542
49189,REGULAR AIR,18-01-2011,1543
49986,REGULAR AIR,16-10-2010,1544
50336,REGULAR AIR,5/11/2009,1545
50373,REGULAR AIR,3/7/2009,1546
50564,REGULAR AIR,4/3/2012,1547
50949,EXPRESS AIR,5/2/2011,1548
50949,REGULAR AIR,6/2/2011,1549
51361,EXPRESS AIR,20-03-2011,1550
51361,DELIVERY TRUCK,22-03-2011,1551
51780,EXPRESS AIR,31-07-2010,1552
51940,REGULAR AIR,18-10-2012,1553
52071,REGULAR AIR,29-11-2011,1554
53152,REGULAR AIR,7/3/2009,1555
53152,REGULAR AIR,8/3/2009,1556
54177,REGULAR AIR,25-01-2012,1557
54177,REGULAR AIR,27-01-2012,1558
55107,REGULAR AIR,13-05-2010,1559
55461,REGULAR AIR,29-09-2009,1560
55526,REGULAR AIR,3/7/2012,1561
55969,REGULAR AIR,7/10/2010,1562
57153,REGULAR AIR,28-05-2009,1563
57153,REGULAR AIR,27-05-2009,1564
57538,REGULAR AIR,22-02-2010,1565
58656,REGULAR AIR,6/12/2010,1566
58789,REGULAR AIR,9/8/2010,1567
58789,REGULAR AIR,10/8/2010,1568
59200,REGULAR AIR,9/12/2011,1569
59200,REGULAR AIR,11/12/2011,1570
59459,REGULAR AIR,5/2/2009,1571
59878,REGULAR AIR,29-05-2012,1572
59909,DELIVERY TRUCK,7/8/2012,1573
59909,EXPRESS AIR,12/8/2012,1574
1218,REGULAR AIR,22-06-2009,1575
1600,REGULAR AIR,4/3/2010,1576
1600,REGULAR AIR,3/3/2010,1577
2373,REGULAR AIR,12/3/2009,1578
2626,REGULAR AIR,9/9/2011,1579
3109,REGULAR AIR,30-07-2010,1580
3777,EXPRESS AIR,8/4/2009,1581
3973,REGULAR AIR,25-03-2012,1582
4932,REGULAR AIR,11/8/2010,1583
7239,REGULAR AIR,1/7/2011,1584
9088,REGULAR AIR,24-06-2009,1585
11428,REGULAR AIR,21-01-2012,1586
12452,REGULAR AIR,8/12/2010,1587
12452,REGULAR AIR,9/12/2010,1588
13345,REGULAR AIR,3/9/2012,1589
13345,REGULAR AIR,2/9/2012,1590
13410,REGULAR AIR,8/6/2010,1591
13410,REGULAR AIR,7/6/2010,1592
15808,REGULAR AIR,14-12-2010,1593
15808,EXPRESS AIR,14-12-2010,1594
15808,REGULAR AIR,16-12-2010,1595
15808,REGULAR AIR,15-12-2010,1596
16326,REGULAR AIR,12/5/2010,1597
16326,REGULAR AIR,10/5/2010,1598
17985,DELIVERY TRUCK,13-04-2011,1599
17985,REGULAR AIR,14-04-2011,1600
20480,DELIVERY TRUCK,31-01-2009,1601
21091,EXPRESS AIR,14-12-2009,1602
26759,REGULAR AIR,27-01-2012,1603
26853,REGULAR AIR,16-06-2012,1604
26918,REGULAR AIR,15-04-2009,1605
27456,DELIVERY TRUCK,11/4/2009,1606
28420,EXPRESS AIR,24-09-2009,1607
29318,EXPRESS AIR,1/7/2011,1608
29318,REGULAR AIR,1/7/2011,1609
30016,REGULAR AIR,5/1/2009,1610
30016,REGULAR AIR,6/1/2009,1611
33255,EXPRESS AIR,25-06-2010,1612
35104,REGULAR AIR,25-04-2012,1613
35104,REGULAR AIR,24-04-2012,1614
35142,REGULAR AIR,24-04-2010,1615
35584,EXPRESS AIR,3/5/2011,1616
35908,REGULAR AIR,14-12-2010,1617
35908,EXPRESS AIR,13-12-2010,1618
36706,REGULAR AIR,13-04-2009,1619
37121,DELIVERY TRUCK,16-03-2011,1620
38528,REGULAR AIR,21-12-2011,1621
38853,REGULAR AIR,27-03-2012,1622
39590,EXPRESS AIR,21-05-2011,1623
40707,REGULAR AIR,13-06-2009,1624
40961,REGULAR AIR,31-03-2011,1625
41026,DELIVERY TRUCK,20-04-2011,1626
41026,EXPRESS AIR,19-04-2011,1627
41543,DELIVERY TRUCK,10/2/2009,1628
41543,REGULAR AIR,10/2/2009,1629
41606,DELIVERY TRUCK,24-06-2009,1630
41606,REGULAR AIR,24-06-2009,1631
41926,REGULAR AIR,6/2/2011,1632
41926,REGULAR AIR,5/2/2011,1633
50533,EXPRESS AIR,2/6/2011,1634
50533,DELIVERY TRUCK,1/6/2011,1635
51747,REGULAR AIR,6/7/2012,1636
53314,REGULAR AIR,19-09-2010,1637
53314,DELIVERY TRUCK,21-09-2010,1638
54791,DELIVERY TRUCK,22-12-2012,1639
54912,REGULAR AIR,28-07-2011,1640
55269,REGULAR AIR,8/3/2010,1641
56101,REGULAR AIR,21-07-2010,1642
56101,REGULAR AIR,22-07-2010,1643
56582,DELIVERY TRUCK,12/6/2009,1644
56677,REGULAR AIR,12/4/2009,1645
59683,REGULAR AIR,14-10-2012,1646
837,REGULAR AIR,16-06-2009,1647
1059,REGULAR AIR,28-02-2009,1648
1059,REGULAR AIR,27-02-2009,1649
1826,REGULAR AIR,16-04-2012,1650
2020,REGULAR AIR,22-06-2010,1651
10340,REGULAR AIR,23-06-2011,1652
10340,REGULAR AIR,25-06-2011,1653
11044,REGULAR AIR,25-06-2012,1654
13313,REGULAR AIR,18-07-2009,1655
13313,REGULAR AIR,19-07-2009,1656
15718,REGULAR AIR,28-01-2009,1657
17506,DELIVERY TRUCK,4/3/2010,1658
20003,REGULAR AIR,31-01-2012,1659
20805,REGULAR AIR,13-01-2011,1660
20805,REGULAR AIR,12/1/2011,1661
20805,REGULAR AIR,11/1/2011,1662
23524,EXPRESS AIR,30-04-2009,1663
23524,REGULAR AIR,30-04-2009,1664
29860,REGULAR AIR,16-09-2009,1665
30787,REGULAR AIR,28-09-2011,1666
37440,REGULAR AIR,25-06-2010,1667
39872,REGULAR AIR,23-02-2010,1668
39943,REGULAR AIR,8/6/2012,1669
39943,REGULAR AIR,9/6/2012,1670
42405,REGULAR AIR,23-01-2010,1671
47171,REGULAR AIR,8/1/2010,1672
47171,DELIVERY TRUCK,7/1/2010,1673
48576,REGULAR AIR,2/12/2012,1674
48576,REGULAR AIR,3/12/2012,1675
53984,REGULAR AIR,11/12/2012,1676
129,REGULAR AIR,27-11-2012,1677
388,REGULAR AIR,18-12-2012,1678
1345,DELIVERY TRUCK,31-10-2012,1679
1793,REGULAR AIR,11/7/2012,1680
2209,DELIVERY TRUCK,11/7/2012,1681
2209,REGULAR AIR,10/7/2012,1682
2209,REGULAR AIR,9/7/2012,1683
2947,REGULAR AIR,27-04-2011,1684
3271,DELIVERY TRUCK,31-12-2011,1685
3271,EXPRESS AIR,1/1/2012,1686
4321,EXPRESS AIR,19-07-2009,1687
4545,REGULAR AIR,18-01-2010,1688
4545,REGULAR AIR,17-01-2010,1689
5572,REGULAR AIR,18-07-2009,1690
5703,REGULAR AIR,16-05-2010,1691
5920,REGULAR AIR,19-11-2009,1692
6311,REGULAR AIR,13-02-2010,1693
8231,REGULAR AIR,20-10-2012,1694
8231,REGULAR AIR,19-10-2012,1695
8709,REGULAR AIR,10/3/2009,1696
8709,DELIVERY TRUCK,11/3/2009,1697
9765,REGULAR AIR,19-10-2012,1698
10147,REGULAR AIR,10/10/2010,1699
11876,REGULAR AIR,6/7/2011,1700
12224,DELIVERY TRUCK,14-12-2009,1701
12224,REGULAR AIR,12/12/2009,1702
12256,REGULAR AIR,20-12-2012,1703
12261,DELIVERY TRUCK,28-10-2010,1704
12261,EXPRESS AIR,27-10-2010,1705
12261,REGULAR AIR,28-10-2010,1706
12261,REGULAR AIR,30-10-2010,1707
13408,REGULAR AIR,16-02-2009,1708
13444,REGULAR AIR,8/1/2012,1709
13601,REGULAR AIR,20-08-2012,1710
13894,REGULAR AIR,11/4/2012,1711
16480,EXPRESS AIR,8/12/2009,1712
17858,REGULAR AIR,27-09-2010,1713
17858,REGULAR AIR,26-09-2010,1714
17858,EXPRESS AIR,26-09-2010,1715
18561,REGULAR AIR,10/1/2009,1716
19777,REGULAR AIR,19-10-2012,1717
19777,REGULAR AIR,21-10-2012,1718
21601,REGULAR AIR,6/4/2011,1719
21670,REGULAR AIR,12/1/2011,1720
23489,EXPRESS AIR,28-08-2012,1721
24486,REGULAR AIR,23-04-2011,1722
24869,REGULAR AIR,11/6/2009,1723
25697,REGULAR AIR,26-04-2011,1724
27490,REGULAR AIR,16-03-2012,1725
27844,REGULAR AIR,1/7/2011,1726
28451,REGULAR AIR,7/1/2009,1727
28451,REGULAR AIR,6/1/2009,1728
28451,DELIVERY TRUCK,7/1/2009,1729
28482,REGULAR AIR,10/3/2010,1730
28482,REGULAR AIR,8/3/2010,1731
28642,REGULAR AIR,20-01-2011,1732
29380,REGULAR AIR,28-04-2009,1733
32036,REGULAR AIR,7/10/2011,1734
32036,REGULAR AIR,6/10/2011,1735
32295,REGULAR AIR,8/1/2009,1736
33505,REGULAR AIR,29-09-2010,1737
33505,EXPRESS AIR,25-09-2010,1738
34086,REGULAR AIR,1/5/2012,1739
34209,REGULAR AIR,26-08-2010,1740
36807,REGULAR AIR,17-03-2009,1741
37318,REGULAR AIR,17-04-2010,1742
38496,REGULAR AIR,22-02-2010,1743
41702,REGULAR AIR,23-12-2010,1744
41702,REGULAR AIR,24-12-2010,1745
44706,DELIVERY TRUCK,1/4/2010,1746
44706,REGULAR AIR,4/4/2010,1747
45347,DELIVERY TRUCK,30-09-2010,1748
45347,EXPRESS AIR,1/10/2010,1749
46627,REGULAR AIR,12/6/2009,1750
47168,DELIVERY TRUCK,22-06-2009,1751
47168,REGULAR AIR,22-06-2009,1752
50051,REGULAR AIR,6/10/2009,1753
50433,DELIVERY TRUCK,21-01-2012,1754
50721,REGULAR AIR,29-02-2012,1755
50758,EXPRESS AIR,14-07-2012,1756
50883,DELIVERY TRUCK,1/6/2012,1757
51524,REGULAR AIR,15-03-2010,1758
51524,EXPRESS AIR,16-03-2010,1759
52322,REGULAR AIR,9/2/2010,1760
52932,REGULAR AIR,17-05-2012,1761
52995,REGULAR AIR,15-03-2012,1762
53024,REGULAR AIR,13-05-2012,1763
54145,REGULAR AIR,2/1/2010,1764
55840,REGULAR AIR,17-08-2009,1765
56930,REGULAR AIR,17-08-2012,1766
57570,DELIVERY TRUCK,30-09-2012,1767
58051,REGULAR AIR,22-03-2012,1768
59392,REGULAR AIR,27-06-2010,1769
59392,REGULAR AIR,28-06-2010,1770
3136,REGULAR AIR,11/8/2009,1771
3648,REGULAR AIR,18-06-2010,1772
3648,REGULAR AIR,23-06-2010,1773
6246,REGULAR AIR,23-10-2009,1774
9028,DELIVERY TRUCK,25-12-2010,1775
9478,REGULAR AIR,29-03-2009,1776
9478,REGULAR AIR,30-03-2009,1777
12323,REGULAR AIR,3/4/2011,1778
12323,REGULAR AIR,4/4/2011,1779
13830,REGULAR AIR,24-12-2009,1780
14791,REGULAR AIR,15-02-2010,1781
18085,DELIVERY TRUCK,27-09-2011,1782
18085,REGULAR AIR,26-09-2011,1783
20674,DELIVERY TRUCK,9/12/2010,1784
24903,REGULAR AIR,26-10-2010,1785
25735,REGULAR AIR,13-01-2011,1786
29762,DELIVERY TRUCK,4/8/2010,1787
29856,REGULAR AIR,11/6/2012,1788
32580,REGULAR AIR,15-09-2011,1789
32580,REGULAR AIR,17-09-2011,1790
34017,EXPRESS AIR,23-03-2009,1791
34017,REGULAR AIR,25-03-2009,1792
42597,REGULAR AIR,27-03-2010,1793
46884,REGULAR AIR,18-01-2009,1794
52325,REGULAR AIR,14-07-2012,1795
53382,REGULAR AIR,28-12-2009,1796
53382,DELIVERY TRUCK,28-12-2009,1797
53728,REGULAR AIR,23-10-2011,1798
65,REGULAR AIR,18-03-2011,1799
230,REGULAR AIR,28-10-2010,1800
355,REGULAR AIR,18-06-2009,1801
449,REGULAR AIR,21-07-2011,1802
640,DELIVERY TRUCK,23-01-2010,1803
640,REGULAR AIR,23-01-2010,1804
646,REGULAR AIR,22-11-2009,1805
835,REGULAR AIR,8/10/2011,1806
896,REGULAR AIR,8/3/2010,1807
994,REGULAR AIR,23-04-2009,1808
1057,REGULAR AIR,21-02-2012,1809
1538,REGULAR AIR,18-06-2011,1810
1701,REGULAR AIR,20-05-2012,1811
1891,REGULAR AIR,16-12-2009,1812
2022,REGULAR AIR,15-03-2012,1813
2181,REGULAR AIR,12/9/2011,1814
2181,EXPRESS AIR,14-09-2011,1815
2628,REGULAR AIR,26-10-2010,1816
2628,DELIVERY TRUCK,30-10-2010,1817
2691,DELIVERY TRUCK,8/5/2012,1818
2912,DELIVERY TRUCK,13-03-2012,1819
2912,EXPRESS AIR,18-03-2012,1820
3235,EXPRESS AIR,16-11-2011,1821
3266,REGULAR AIR,20-03-2011,1822
3363,REGULAR AIR,22-09-2011,1823
3585,REGULAR AIR,22-11-2009,1824
3585,REGULAR AIR,23-11-2009,1825
3745,EXPRESS AIR,30-09-2010,1826
4128,REGULAR AIR,8/10/2011,1827
4354,REGULAR AIR,30-09-2009,1828
4550,DELIVERY TRUCK,30-12-2009,1829
4743,REGULAR AIR,3/4/2010,1830
4743,REGULAR AIR,6/4/2010,1831
5251,EXPRESS AIR,13-04-2011,1832
5283,REGULAR AIR,5/6/2009,1833
5381,REGULAR AIR,4/2/2010,1834
5444,REGULAR AIR,19-03-2011,1835
5601,REGULAR AIR,6/1/2012,1836
5760,DELIVERY TRUCK,25-05-2009,1837
6438,REGULAR AIR,16-05-2010,1838
6438,REGULAR AIR,17-05-2010,1839
6592,REGULAR AIR,8/12/2009,1840
6592,EXPRESS AIR,3/12/2009,1841
6755,REGULAR AIR,3/5/2011,1842
6918,REGULAR AIR,3/7/2011,1843
7841,REGULAR AIR,22-05-2012,1844
8103,REGULAR AIR,6/11/2009,1845
8258,REGULAR AIR,2/3/2009,1846
8454,REGULAR AIR,18-08-2012,1847
8710,REGULAR AIR,5/1/2009,1848
8710,EXPRESS AIR,6/1/2009,1849
8835,REGULAR AIR,14-10-2009,1850
8960,EXPRESS AIR,7/6/2010,1851
8960,REGULAR AIR,7/6/2010,1852
9281,EXPRESS AIR,25-02-2012,1853
9281,REGULAR AIR,25-02-2012,1854
9350,DELIVERY TRUCK,1/11/2012,1855
9350,REGULAR AIR,2/11/2012,1856
9665,REGULAR AIR,23-04-2009,1857
9665,DELIVERY TRUCK,25-04-2009,1858
9893,DELIVERY TRUCK,19-08-2009,1859
10183,DELIVERY TRUCK,25-11-2009,1860
10247,REGULAR AIR,11/1/2010,1861
10247,REGULAR AIR,12/1/2010,1862
10371,EXPRESS AIR,18-09-2009,1863
10498,REGULAR AIR,30-10-2010,1864
10624,REGULAR AIR,22-12-2009,1865
11425,REGULAR AIR,23-06-2011,1866
11425,EXPRESS AIR,24-06-2011,1867
11491,REGULAR AIR,26-08-2010,1868
11491,EXPRESS AIR,19-08-2010,1869
11841,REGULAR AIR,22-04-2010,1870
11841,REGULAR AIR,20-04-2010,1871
11878,REGULAR AIR,25-02-2010,1872
12130,REGULAR AIR,12/12/2011,1873
12160,DELIVERY TRUCK,17-12-2010,1874
12160,REGULAR AIR,16-12-2010,1875
12160,REGULAR AIR,17-12-2010,1876
12258,DELIVERY TRUCK,30-11-2009,1877
12258,REGULAR AIR,5/12/2009,1878
12258,REGULAR AIR,4/12/2009,1879
12258,EXPRESS AIR,7/12/2009,1880
12263,REGULAR AIR,6/7/2011,1881
12551,REGULAR AIR,18-06-2012,1882
12736,REGULAR AIR,15-03-2010,1883
12768,EXPRESS AIR,10/4/2009,1884
12837,REGULAR AIR,3/12/2012,1885
12897,REGULAR AIR,19-07-2011,1886
12897,EXPRESS AIR,19-07-2011,1887
13030,EXPRESS AIR,24-07-2009,1888
13091,REGULAR AIR,16-11-2009,1889
13383,REGULAR AIR,17-06-2012,1890
13440,REGULAR AIR,15-10-2010,1891
13479,REGULAR AIR,6/12/2009,1892
13479,REGULAR AIR,5/12/2009,1893
13633,DELIVERY TRUCK,4/4/2012,1894
13633,REGULAR AIR,4/4/2012,1895
13735,REGULAR AIR,23-05-2009,1896
13861,REGULAR AIR,11/8/2010,1897
13892,REGULAR AIR,28-04-2012,1898
14023,REGULAR AIR,22-02-2010,1899
14023,REGULAR AIR,21-02-2010,1900
14115,REGULAR AIR,16-08-2009,1901
14147,REGULAR AIR,10/3/2010,1902
14147,REGULAR AIR,8/3/2010,1903
14147,REGULAR AIR,9/3/2010,1904
14211,REGULAR AIR,15-02-2009,1905
14211,REGULAR AIR,14-02-2009,1906
14368,REGULAR AIR,11/9/2011,1907
14368,REGULAR AIR,12/9/2011,1908
14596,REGULAR AIR,12/1/2009,1909
14596,REGULAR AIR,11/1/2009,1910
14693,REGULAR AIR,11/1/2011,1911
14693,DELIVERY TRUCK,11/1/2011,1912
14695,DELIVERY TRUCK,6/9/2012,1913
14823,REGULAR AIR,21-02-2009,1914
14823,REGULAR AIR,12/2/2009,1915
15014,DELIVERY TRUCK,13-02-2010,1916
15972,REGULAR AIR,9/8/2011,1917
15972,REGULAR AIR,10/8/2011,1918
16065,DELIVERY TRUCK,20-07-2010,1919
16065,REGULAR AIR,21-07-2010,1920
16096,EXPRESS AIR,20-01-2011,1921
16160,REGULAR AIR,24-07-2011,1922
16196,REGULAR AIR,22-10-2009,1923
16196,REGULAR AIR,21-10-2009,1924
16291,REGULAR AIR,9/4/2011,1925
16519,REGULAR AIR,12/6/2011,1926
16548,REGULAR AIR,7/2/2012,1927
16613,REGULAR AIR,26-12-2010,1928
16771,REGULAR AIR,30-09-2009,1929
16804,REGULAR AIR,12/3/2012,1930
16804,EXPRESS AIR,11/3/2012,1931
17024,REGULAR AIR,15-10-2009,1932
17061,REGULAR AIR,1/11/2012,1933
17152,REGULAR AIR,13-03-2012,1934
17187,DELIVERY TRUCK,25-09-2012,1935
17252,REGULAR AIR,30-04-2011,1936
17252,DELIVERY TRUCK,1/5/2011,1937
17312,REGULAR AIR,21-05-2011,1938
17377,REGULAR AIR,30-10-2011,1939
17634,DELIVERY TRUCK,21-07-2012,1940
17668,REGULAR AIR,27-11-2009,1941
17668,REGULAR AIR,26-11-2009,1942
17668,EXPRESS AIR,26-11-2009,1943
17735,REGULAR AIR,17-07-2012,1944
17825,REGULAR AIR,16-01-2010,1945
17956,EXPRESS AIR,8/8/2010,1946
17956,REGULAR AIR,6/8/2010,1947
17986,REGULAR AIR,7/4/2012,1948
18112,REGULAR AIR,17-03-2012,1949
18178,REGULAR AIR,2/11/2009,1950
18178,REGULAR AIR,9/11/2009,1951
18182,REGULAR AIR,12/4/2011,1952
18182,REGULAR AIR,11/4/2011,1953
18182,EXPRESS AIR,12/4/2011,1954
18405,EXPRESS AIR,9/1/2009,1955
18405,REGULAR AIR,10/1/2009,1956
18531,DELIVERY TRUCK,31-10-2012,1957
18533,REGULAR AIR,7/11/2009,1958
18533,EXPRESS AIR,8/11/2009,1959
18661,DELIVERY TRUCK,12/9/2012,1960
18661,DELIVERY TRUCK,10/9/2012,1961
18723,REGULAR AIR,14-08-2009,1962
18753,REGULAR AIR,2/8/2009,1963
18753,DELIVERY TRUCK,2/8/2009,1964
19204,REGULAR AIR,19-09-2009,1965
19204,REGULAR AIR,20-09-2009,1966
19394,REGULAR AIR,26-12-2012,1967
19394,REGULAR AIR,28-12-2012,1968
19653,REGULAR AIR,11/9/2012,1969
19687,REGULAR AIR,14-08-2010,1970
19687,REGULAR AIR,15-08-2010,1971
19716,REGULAR AIR,6/10/2009,1972
19782,REGULAR AIR,22-10-2012,1973
20134,REGULAR AIR,16-03-2011,1974
20134,REGULAR AIR,19-03-2011,1975
20259,REGULAR AIR,25-05-2011,1976
20261,EXPRESS AIR,20-05-2009,1977
20261,REGULAR AIR,23-05-2009,1978
20261,EXPRESS AIR,21-05-2009,1979
20453,REGULAR AIR,12/3/2011,1980
20453,EXPRESS AIR,12/3/2011,1981
20614,EXPRESS AIR,20-05-2009,1982
20709,REGULAR AIR,11/8/2009,1983
20709,REGULAR AIR,13-08-2009,1984
21025,REGULAR AIR,13-09-2010,1985
21028,REGULAR AIR,9/6/2012,1986
21125,REGULAR AIR,27-02-2011,1987
21382,REGULAR AIR,15-01-2012,1988
21604,EXPRESS AIR,3/4/2012,1989
21824,EXPRESS AIR,14-02-2011,1990
21893,EXPRESS AIR,25-10-2011,1991
22054,REGULAR AIR,31-07-2010,1992
22181,REGULAR AIR,16-10-2011,1993
22272,REGULAR AIR,8/5/2012,1994
22373,EXPRESS AIR,29-03-2012,1995
22434,REGULAR AIR,31-08-2012,1996
22849,REGULAR AIR,15-02-2011,1997
22849,EXPRESS AIR,16-02-2011,1998
22849,REGULAR AIR,16-02-2011,1999
22881,REGULAR AIR,7/4/2010,2000
22950,REGULAR AIR,28-12-2011,2001
23008,EXPRESS AIR,11/10/2009,2002
23202,REGULAR AIR,1/8/2011,2003
23426,REGULAR AIR,18-02-2011,2004
23426,REGULAR AIR,17-02-2011,2005
23649,REGULAR AIR,8/9/2012,2006
23649,REGULAR AIR,6/9/2012,2007
23748,DELIVERY TRUCK,12/8/2012,2008
23847,REGULAR AIR,11/11/2012,2009
23971,REGULAR AIR,24-11-2009,2010
24135,REGULAR AIR,24-01-2010,2011
24196,REGULAR AIR,31-07-2010,2012
24196,REGULAR AIR,1/8/2010,2013
24197,EXPRESS AIR,10/2/2010,2014
24197,REGULAR AIR,10/2/2010,2015
24519,REGULAR AIR,12/6/2011,2016
24546,REGULAR AIR,27-03-2012,2017
24579,REGULAR AIR,19-11-2012,2018
24579,REGULAR AIR,20-11-2012,2019
24581,REGULAR AIR,10/4/2010,2020
24710,REGULAR AIR,4/10/2010,2021
24960,EXPRESS AIR,28-01-2011,2022
24960,REGULAR AIR,28-01-2011,2023
24960,REGULAR AIR,29-01-2011,2024
25061,REGULAR AIR,20-12-2011,2025
25095,REGULAR AIR,30-01-2011,2026
25095,DELIVERY TRUCK,25-01-2011,2027
25254,REGULAR AIR,19-09-2010,2028
25542,EXPRESS AIR,30-12-2012,2029
25569,REGULAR AIR,11/7/2012,2030
25863,EXPRESS AIR,24-04-2011,2031
25895,REGULAR AIR,20-04-2012,2032
26050,REGULAR AIR,17-06-2011,2033
26145,REGULAR AIR,8/7/2011,2034
26145,REGULAR AIR,4/7/2011,2035
26145,REGULAR AIR,6/7/2011,2036
26279,REGULAR AIR,1/8/2009,2037
26406,REGULAR AIR,15-04-2011,2038
26535,REGULAR AIR,22-03-2012,2039
26661,REGULAR AIR,20-12-2012,2040
26855,REGULAR AIR,16-03-2009,2041
27047,REGULAR AIR,23-11-2010,2042
27077,REGULAR AIR,17-03-2010,2043
27236,REGULAR AIR,3/3/2010,2044
27589,EXPRESS AIR,17-09-2011,2045
27589,REGULAR AIR,16-09-2011,2046
27681,REGULAR AIR,25-11-2010,2047
27681,REGULAR AIR,26-11-2010,2048
28033,DELIVERY TRUCK,16-09-2010,2049
28033,REGULAR AIR,17-09-2010,2050
28324,REGULAR AIR,9/8/2011,2051
28805,REGULAR AIR,4/4/2011,2052
28897,REGULAR AIR,26-08-2009,2053
28932,EXPRESS AIR,21-07-2010,2054
28932,REGULAR AIR,28-07-2010,2055
29219,REGULAR AIR,11/4/2009,2056
29410,REGULAR AIR,17-09-2009,2057
29410,REGULAR AIR,19-09-2009,2058
29411,REGULAR AIR,7/4/2012,2059
29411,DELIVERY TRUCK,6/4/2012,2060
29411,REGULAR AIR,6/4/2012,2061
29475,REGULAR AIR,24-02-2010,2062
29475,DELIVERY TRUCK,25-02-2010,2063
29537,EXPRESS AIR,28-09-2012,2064
29671,REGULAR AIR,23-03-2010,2065
29895,DELIVERY TRUCK,21-10-2010,2066
30308,REGULAR AIR,22-03-2010,2067
30436,EXPRESS AIR,12/7/2012,2068
30820,EXPRESS AIR,10/4/2011,2069
31046,REGULAR AIR,8/2/2011,2070
31046,REGULAR AIR,10/2/2011,2071
31301,REGULAR AIR,20-10-2010,2072
31495,EXPRESS AIR,8/8/2010,2073
31495,REGULAR AIR,11/8/2010,2074
31523,REGULAR AIR,10/3/2012,2075
31523,REGULAR AIR,13-03-2012,2076
31552,REGULAR AIR,14-11-2012,2077
31552,REGULAR AIR,12/11/2012,2078
31877,REGULAR AIR,29-06-2009,2079
32037,REGULAR AIR,23-02-2009,2080
32037,REGULAR AIR,20-02-2009,2081
32131,REGULAR AIR,29-12-2010,2082
32135,REGULAR AIR,27-11-2010,2083
32195,REGULAR AIR,28-11-2009,2084
32230,REGULAR AIR,20-08-2012,2085
32451,REGULAR AIR,25-03-2009,2086
32642,REGULAR AIR,31-03-2012,2087
