"Order_ID";"Ship_Mode";"Ship_Date";"Ship_id";"ship_date_trimmed";"dd";"mm";"yyyy";"ddmmyyyy"
47108;"REGULAR AIR";"17-10-2009";1153;"17-10-2009";"17";"10";"2009";"17-10-2009"
47108;"EXPRESS AIR";"18-10-2009";1154;"18-10-2009";"18";"10";"2009";"18-10-2009"
47108;"EXPRESS AIR";"16-10-2009";1155;"16-10-2009";"16";"10";"2009";"16-10-2009"
47520;"REGULAR AIR";"09-10-2009";1156;"09-10-2009";"09";"10";"2009";"09-10-2009"
47520;"DELIVERY TRUCK";"09-10-2009";1157;"09-10-2009";"09";"10";"2009";"09-10-2009"
47527;"DELIVERY TRUCK";"18-09-2010";1158;"18-09-2010";"18";"09";"2010";"18-09-2010"
47713;"REGULAR AIR";"03-07-2009";1159;"03-07-2009";"03";"07";"2009";"03-07-2009"
47750;"REGULAR AIR";"15-06-2010";1160;"15-06-2010";"15";"06";"2010";"15-06-2010"
48452;"DELIVERY TRUCK";"11-10-2010";1161;"11-10-2010";"11";"10";"2010";"11-10-2010"
48452;"REGULAR AIR";"09-10-2010";1162;"09-10-2010";"09";"10";"2010";"09-10-2010"
48452;"REGULAR AIR";"10-10-2010";1163;"10-10-2010";"10";"10";"2010";"10-10-2010"
48452;"REGULAR AIR";"11-10-2010";1164;"11-10-2010";"11";"10";"2010";"11-10-2010"
49088;"REGULAR AIR";"24-09-2009";1165;"24-09-2009";"24";"09";"2009";"24-09-2009"
49088;"EXPRESS AIR";"24-09-2009";1166;"24-09-2009";"24";"09";"2009";"24-09-2009"
49088;"REGULAR AIR";"25-09-2009";1167;"25-09-2009";"25";"09";"2009";"25-09-2009"
49223;"REGULAR AIR";"02-10-2011";1168;"02-10-2011";"02";"10";"2011";"02-10-2011"
49634;"REGULAR AIR";"24-03-2012";1169;"24-03-2012";"24";"03";"2012";"24-03-2012"
49987;"DELIVERY TRUCK";"22-01-2011";1170;"22-01-2011";"22";"01";"2011";"22-01-2011"
50208;"EXPRESS AIR";"23-01-2011";1171;"23-01-2011";"23";"01";"2011";"23-01-2011"
50338;"REGULAR AIR";"25-03-2009";1172;"25-03-2009";"25";"03";"2009";"25-03-2009"
50945;"REGULAR AIR";"09-01-2011";1173;"09-01-2011";"09";"01";"2011";"09-01-2011"
51462;"EXPRESS AIR";"24-06-2011";1174;"24-06-2011";"24";"06";"2011";"24-06-2011"
51494;"REGULAR AIR";"05-08-2011";1175;"05-08-2011";"05";"08";"2011";"05-08-2011"
51525;"EXPRESS AIR";"09-11-2011";1176;"09-11-2011";"09";"11";"2011";"09-11-2011"
51525;"REGULAR AIR";"09-11-2011";1177;"09-11-2011";"09";"11";"2011";"09-11-2011"
52933;"EXPRESS AIR";"02-09-2010";1178;"02-09-2010";"02";"09";"2010";"02-09-2010"
53025;"REGULAR AIR";"18-03-2010";1179;"18-03-2010";"18";"03";"2010";"18-03-2010"
53894;"REGULAR AIR";"08-07-2009";1180;"08-07-2009";"08";"07";"2009";"08-07-2009"
53894;"EXPRESS AIR";"07-07-2009";1181;"07-07-2009";"07";"07";"2009";"07-07-2009"
53953;"REGULAR AIR";"28-03-2009";1182;"28-03-2009";"28";"03";"2009";"28-03-2009"
54304;"REGULAR AIR";"19-02-2010";1183;"19-02-2010";"19";"02";"2010";"19-02-2010"
55075;"DELIVERY TRUCK";"04-02-2011";1184;"04-02-2011";"04";"02";"2011";"04-02-2011"
55268;"EXPRESS AIR";"18-03-2012";1185;"18-03-2012";"18";"03";"2012";"18-03-2012"
55367;"DELIVERY TRUCK";"11-01-2009";1186;"11-01-2009";"11";"01";"2009";"11-01-2009"
55367;"REGULAR AIR";"12-01-2009";1187;"12-01-2009";"12";"01";"2009";"12-01-2009"
56321;"REGULAR AIR";"18-04-2010";1188;"18-04-2010";"18";"04";"2010";"18-04-2010"
56610;"EXPRESS AIR";"07-03-2010";1189;"07-03-2010";"07";"03";"2010";"07-03-2010"
56740;"REGULAR AIR";"23-10-2012";1190;"23-10-2012";"23";"10";"2012";"23-10-2012"
56901;"REGULAR AIR";"13-09-2009";1191;"13-09-2009";"13";"09";"2009";"13-09-2009"
57314;"EXPRESS AIR";"16-10-2010";1192;"16-10-2010";"16";"10";"2010";"16-10-2010"
57314;"REGULAR AIR";"19-10-2010";1193;"19-10-2010";"19";"10";"2010";"19-10-2010"
57376;"REGULAR AIR";"21-06-2011";1194;"21-06-2011";"21";"06";"2011";"21-06-2011"
57376;"REGULAR AIR";"19-06-2011";1195;"19-06-2011";"19";"06";"2011";"19-06-2011"
57671;"REGULAR AIR";"08-11-2012";1196;"08-11-2012";"08";"11";"2012";"08-11-2012"
57700;"REGULAR AIR";"12-11-2011";1197;"12-11-2011";"12";"11";"2011";"12-11-2011"
58407;"REGULAR AIR";"09-05-2011";1198;"09-05-2011";"09";"05";"2011";"09-05-2011"
58593;"REGULAR AIR";"09-09-2011";1199;"09-09-2011";"09";"09";"2011";"09-09-2011"
58884;"REGULAR AIR";"26-03-2011";1200;"26-03-2011";"26";"03";"2011";"26-03-2011"
58884;"DELIVERY TRUCK";"26-03-2011";1201;"26-03-2011";"26";"03";"2011";"26-03-2011"
58913;"REGULAR AIR";"13-05-2010";1202;"13-05-2010";"13";"05";"2010";"13-05-2010"
58978;"REGULAR AIR";"13-02-2012";1203;"13-02-2012";"13";"02";"2012";"13-02-2012"
229;"REGULAR AIR";"30-12-2010";1204;"30-12-2010";"30";"12";"2010";"30-12-2010"
706;"REGULAR AIR";"10-09-2011";1205;"10-09-2011";"10";"09";"2011";"10-09-2011"
1285;"DELIVERY TRUCK";"31-05-2012";1206;"31-05-2012";"31";"05";"2012";"31-05-2012"
1285;"DELIVERY TRUCK";"01-06-2012";1207;"01-06-2012";"01";"06";"2012";"01-06-2012"
1313;"REGULAR AIR";"14-09-2009";1208;"14-09-2009";"14";"09";"2009";"14-09-2009"
1346;"DELIVERY TRUCK";"19-06-2012";1209;"19-06-2012";"19";"06";"2012";"19-06-2012"
1699;"REGULAR AIR";"23-03-2011";1210;"23-03-2011";"23";"03";"2011";"23-03-2011"
2208;"REGULAR AIR";"02-05-2011";1211;"02-05-2011";"02";"05";"2011";"02-05-2011"
2208;"REGULAR AIR";"01-05-2011";1212;"01-05-2011";"01";"05";"2011";"01-05-2011"
2656;"DELIVERY TRUCK";"04-05-2010";1213;"04-05-2010";"04";"05";"2010";"04-05-2010"
2656;"REGULAR AIR";"05-05-2010";1214;"05-05-2010";"05";"05";"2010";"05-05-2010"
3361;"REGULAR AIR";"22-08-2012";1215;"22-08-2012";"22";"08";"2012";"22-08-2012"
3361;"REGULAR AIR";"23-08-2012";1216;"23-08-2012";"23";"08";"2012";"23-08-2012"
3393;"EXPRESS AIR";"04-07-2011";1217;"04-07-2011";"04";"07";"2011";"04-07-2011"
3393;"REGULAR AIR";"03-07-2011";1218;"03-07-2011";"03";"07";"2011";"03-07-2011"
4487;"REGULAR AIR";"23-02-2010";1219;"23-02-2010";"23";"02";"2010";"23-02-2010"
4579;"REGULAR AIR";"01-12-2011";1220;"01-12-2011";"01";"12";"2011";"01-12-2011"
5061;"REGULAR AIR";"15-08-2010";1221;"15-08-2010";"15";"08";"2010";"15-08-2010"
5092;"DELIVERY TRUCK";"29-10-2011";1222;"29-10-2011";"29";"10";"2011";"29-10-2011"
5092;"REGULAR AIR";"03-11-2011";1223;"03-11-2011";"03";"11";"2011";"03-11-2011"
5511;"EXPRESS AIR";"29-11-2009";1224;"29-11-2009";"29";"11";"2009";"29-11-2009"
5511;"REGULAR AIR";"29-11-2009";1225;"29-11-2009";"29";"11";"2009";"29-11-2009"
5799;"DELIVERY TRUCK";"04-08-2011";1226;"04-08-2011";"04";"08";"2011";"04-08-2011"
5890;"EXPRESS AIR";"04-11-2012";1227;"04-11-2012";"04";"11";"2012";"04-11-2012"
6596;"DELIVERY TRUCK";"26-07-2011";1228;"26-07-2011";"26";"07";"2011";"26-07-2011"
7015;"REGULAR AIR";"14-10-2010";1229;"14-10-2010";"14";"10";"2010";"14-10-2010"
7015;"EXPRESS AIR";"13-10-2010";1230;"13-10-2010";"13";"10";"2010";"13-10-2010"
7106;"REGULAR AIR";"12-05-2012";1231;"12-05-2012";"12";"05";"2012";"12-05-2012"
8007;"REGULAR AIR";"11-02-2012";1232;"11-02-2012";"11";"02";"2012";"11-02-2012"
8257;"DELIVERY TRUCK";"22-03-2009";1233;"22-03-2009";"22";"03";"2009";"22-03-2009"
8257;"REGULAR AIR";"26-03-2009";1234;"26-03-2009";"26";"03";"2009";"26-03-2009"
8257;"REGULAR AIR";"29-03-2009";1235;"29-03-2009";"29";"03";"2009";"29-03-2009"
8773;"REGULAR AIR";"22-10-2011";1236;"22-10-2011";"22";"10";"2011";"22-10-2011"
9057;"REGULAR AIR";"04-11-2009";1237;"04-11-2009";"04";"11";"2009";"04-11-2009"
9285;"REGULAR AIR";"04-01-2009";1238;"04-01-2009";"04";"01";"2009";"04-01-2009"
9861;"REGULAR AIR";"01-11-2012";1239;"01-11-2012";"01";"11";"2012";"01-11-2012"
9922;"DELIVERY TRUCK";"04-04-2011";1240;"04-04-2011";"04";"04";"2011";"04-04-2011"
9923;"REGULAR AIR";"05-10-2009";1241;"05-10-2009";"05";"10";"2009";"05-10-2009"
9923;"DELIVERY TRUCK";"06-10-2009";1242;"06-10-2009";"06";"10";"2009";"06-10-2009"
9925;"EXPRESS AIR";"02-02-2012";1243;"02-02-2012";"02";"02";"2012";"02-02-2012"
9925;"REGULAR AIR";"01-02-2012";1244;"01-02-2012";"01";"02";"2012";"01-02-2012"
10593;"REGULAR AIR";"13-02-2012";1245;"13-02-2012";"13";"02";"2012";"13-02-2012"
10593;"REGULAR AIR";"14-02-2012";1246;"14-02-2012";"14";"02";"2012";"14-02-2012"
11969;"REGULAR AIR";"20-01-2012";1247;"20-01-2012";"20";"01";"2012";"20-01-2012"
11969;"DELIVERY TRUCK";"21-01-2012";1248;"21-01-2012";"21";"01";"2012";"21-01-2012"
12228;"DELIVERY TRUCK";"28-06-2009";1249;"28-06-2009";"28";"06";"2009";"28-06-2009"
12228;"REGULAR AIR";"25-06-2009";1250;"25-06-2009";"25";"06";"2009";"25-06-2009"
12355;"REGULAR AIR";"30-05-2011";1251;"30-05-2011";"30";"05";"2011";"30-05-2011"
12389;"REGULAR AIR";"06-08-2009";1252;"06-08-2009";"06";"08";"2009";"06-08-2009"
12389;"REGULAR AIR";"05-08-2009";1253;"05-08-2009";"05";"08";"2009";"05-08-2009"
12710;"REGULAR AIR";"17-08-2010";1254;"17-08-2010";"17";"08";"2010";"17-08-2010"
13636;"DELIVERY TRUCK";"26-01-2009";1255;"26-01-2009";"26";"01";"2009";"26-01-2009"
14021;"EXPRESS AIR";"08-03-2011";1256;"08-03-2011";"08";"03";"2011";"08-03-2011"
14338;"DELIVERY TRUCK";"07-02-2010";1257;"07-02-2010";"07";"02";"2010";"07-02-2010"
14406;"REGULAR AIR";"10-03-2010";1258;"10-03-2010";"10";"03";"2010";"10-03-2010"
14406;"DELIVERY TRUCK";"10-03-2010";1259;"10-03-2010";"10";"03";"2010";"10-03-2010"
14406;"EXPRESS AIR";"10-03-2010";1260;"10-03-2010";"10";"03";"2010";"10-03-2010"
15878;"REGULAR AIR";"06-11-2010";1261;"06-11-2010";"06";"11";"2010";"06-11-2010"
16133;"REGULAR AIR";"27-09-2009";1262;"27-09-2009";"27";"09";"2009";"27-09-2009"
16612;"DELIVERY TRUCK";"14-02-2009";1263;"14-02-2009";"14";"02";"2009";"14-02-2009"
16612;"REGULAR AIR";"15-02-2009";1264;"15-02-2009";"15";"02";"2009";"15-02-2009"
16967;"REGULAR AIR";"21-08-2011";1265;"21-08-2011";"21";"08";"2011";"21-08-2011"
16967;"REGULAR AIR";"19-08-2011";1266;"19-08-2011";"19";"08";"2011";"19-08-2011"
18432;"REGULAR AIR";"12-03-2011";1267;"12-03-2011";"12";"03";"2011";"12-03-2011"
18432;"EXPRESS AIR";"12-03-2011";1268;"12-03-2011";"12";"03";"2011";"12-03-2011"
18432;"DELIVERY TRUCK";"14-03-2011";1269;"14-03-2011";"14";"03";"2011";"14-03-2011"
18432;"EXPRESS AIR";"14-03-2011";1270;"14-03-2011";"14";"03";"2011";"14-03-2011"
18464;"DELIVERY TRUCK";"30-03-2012";1271;"30-03-2012";"30";"03";"2012";"30-03-2012"
18464;"DELIVERY TRUCK";"28-03-2012";1272;"28-03-2012";"28";"03";"2012";"28-03-2012"
18464;"REGULAR AIR";"30-03-2012";1273;"30-03-2012";"30";"03";"2012";"30-03-2012"
18754;"DELIVERY TRUCK";"27-09-2009";1274;"27-09-2009";"27";"09";"2009";"27-09-2009"
18754;"REGULAR AIR";"26-09-2009";1275;"26-09-2009";"26";"09";"2009";"26-09-2009"
19905;"REGULAR AIR";"14-08-2012";1276;"14-08-2012";"14";"08";"2012";"14-08-2012"
19905;"DELIVERY TRUCK";"14-08-2012";1277;"14-08-2012";"14";"08";"2012";"14-08-2012"
20256;"REGULAR AIR";"05-02-2012";1278;"05-02-2012";"05";"02";"2012";"05-02-2012"
20386;"REGULAR AIR";"27-02-2010";1279;"27-02-2010";"27";"02";"2010";"27-02-2010"
20455;"EXPRESS AIR";"29-06-2010";1280;"29-06-2010";"29";"06";"2010";"29-06-2010"
20642;"REGULAR AIR";"20-05-2012";1281;"20-05-2012";"20";"05";"2012";"20-05-2012"
21379;"DELIVERY TRUCK";"16-01-2011";1282;"16-01-2011";"16";"01";"2011";"16-01-2011"
21766;"DELIVERY TRUCK";"03-06-2009";1283;"03-06-2009";"03";"06";"2009";"03-06-2009"
21766;"REGULAR AIR";"03-06-2009";1284;"03-06-2009";"03";"06";"2009";"03-06-2009"
22053;"REGULAR AIR";"23-08-2010";1285;"23-08-2010";"23";"08";"2010";"23-08-2010"
22368;"REGULAR AIR";"20-02-2010";1286;"20-02-2010";"20";"02";"2010";"20-02-2010"
22368;"DELIVERY TRUCK";"21-02-2010";1287;"21-02-2010";"21";"02";"2010";"21-02-2010"
22885;"REGULAR AIR";"25-11-2009";1288;"25-11-2009";"25";"11";"2009";"25-11-2009"
22947;"REGULAR AIR";"25-12-2009";1289;"25-12-2009";"25";"12";"2009";"25-12-2009"
23844;"REGULAR AIR";"08-07-2009";1290;"08-07-2009";"08";"07";"2009";"08-07-2009"
23844;"REGULAR AIR";"07-07-2009";1291;"07-07-2009";"07";"07";"2009";"07-07-2009"
24039;"REGULAR AIR";"19-07-2012";1292;"19-07-2012";"19";"07";"2012";"19-07-2012"
25347;"REGULAR AIR";"19-06-2009";1293;"19-06-2009";"19";"06";"2009";"19-06-2009"
25825;"REGULAR AIR";"22-07-2012";1294;"22-07-2012";"22";"07";"2012";"22-07-2012"
25825;"REGULAR AIR";"19-07-2012";1295;"19-07-2012";"19";"07";"2012";"19-07-2012"
26304;"REGULAR AIR";"20-03-2011";1296;"20-03-2011";"20";"03";"2011";"20-03-2011"
26726;"REGULAR AIR";"27-12-2012";1297;"27-12-2012";"27";"12";"2012";"27-12-2012"
26726;"REGULAR AIR";"29-12-2012";1298;"29-12-2012";"29";"12";"2012";"29-12-2012"
26726;"REGULAR AIR";"28-12-2012";1299;"28-12-2012";"28";"12";"2012";"28-12-2012"
27266;"REGULAR AIR";"11-09-2011";1300;"11-09-2011";"11";"09";"2011";"11-09-2011"
27396;"REGULAR AIR";"10-12-2010";1301;"10-12-2010";"10";"12";"2010";"10-12-2010"
28480;"REGULAR AIR";"16-03-2009";1302;"16-03-2009";"16";"03";"2009";"16-03-2009"
29158;"DELIVERY TRUCK";"21-10-2011";1303;"21-10-2011";"21";"10";"2011";"21-10-2011"
29409;"REGULAR AIR";"15-01-2011";1304;"15-01-2011";"15";"01";"2011";"15-01-2011"
29956;"REGULAR AIR";"15-08-2009";1305;"15-08-2009";"15";"08";"2009";"15-08-2009"
30341;"DELIVERY TRUCK";"31-01-2009";1306;"31-01-2009";"31";"01";"2009";"31-01-2009"
30341;"REGULAR AIR";"31-01-2009";1307;"31-01-2009";"31";"01";"2009";"31-01-2009"
30341;"REGULAR AIR";"07-02-2009";1308;"07-02-2009";"07";"02";"2009";"07-02-2009"
30467;"REGULAR AIR";"16-08-2009";1309;"16-08-2009";"16";"08";"2009";"16-08-2009"
30785;"REGULAR AIR";"05-07-2009";1310;"05-07-2009";"05";"07";"2009";"05-07-2009"
30785;"REGULAR AIR";"06-07-2009";1311;"06-07-2009";"06";"07";"2009";"06-07-2009"
31171;"REGULAR AIR";"09-04-2009";1312;"09-04-2009";"09";"04";"2009";"09-04-2009"
31297;"REGULAR AIR";"25-08-2012";1313;"25-08-2012";"25";"08";"2012";"25-08-2012"
31297;"REGULAR AIR";"27-08-2012";1314;"27-08-2012";"27";"08";"2012";"27-08-2012"
31553;"REGULAR AIR";"12-01-2009";1315;"12-01-2009";"12";"01";"2009";"12-01-2009"
32706;"DELIVERY TRUCK";"06-07-2009";1316;"06-07-2009";"06";"07";"2009";"06-07-2009"
33122;"DELIVERY TRUCK";"26-06-2010";1317;"26-06-2010";"26";"06";"2010";"26-06-2010"
33570;"REGULAR AIR";"18-12-2012";1318;"18-12-2012";"18";"12";"2012";"18-12-2012"
33570;"DELIVERY TRUCK";"18-12-2012";1319;"18-12-2012";"18";"12";"2012";"18-12-2012"
33570;"REGULAR AIR";"16-12-2012";1320;"16-12-2012";"16";"12";"2012";"16-12-2012"
33893;"REGULAR AIR";"22-09-2012";1321;"22-09-2012";"22";"09";"2012";"22-09-2012"
33893;"REGULAR AIR";"21-09-2012";1322;"21-09-2012";"21";"09";"2012";"21-09-2012"
34599;"REGULAR AIR";"07-03-2010";1323;"07-03-2010";"07";"03";"2010";"07-03-2010"
34721;"REGULAR AIR";"02-11-2010";1324;"02-11-2010";"02";"11";"2010";"02-11-2010"
34787;"REGULAR AIR";"02-03-2010";1325;"02-03-2010";"02";"03";"2010";"02-03-2010"
34791;"REGULAR AIR";"09-05-2011";1326;"09-05-2011";"09";"05";"2011";"09-05-2011"
34791;"REGULAR AIR";"07-05-2011";1327;"07-05-2011";"07";"05";"2011";"07-05-2011"
34822;"REGULAR AIR";"11-07-2012";1328;"11-07-2012";"11";"07";"2012";"11-07-2012"
34853;"REGULAR AIR";"02-10-2011";1329;"02-10-2011";"02";"10";"2011";"02-10-2011"
35522;"REGULAR AIR";"01-11-2010";1330;"01-11-2010";"01";"11";"2010";"01-11-2010"
36099;"REGULAR AIR";"22-09-2010";1331;"22-09-2010";"22";"09";"2010";"22-09-2010"
36359;"REGULAR AIR";"24-11-2011";1332;"24-11-2011";"24";"11";"2011";"24-11-2011"
36901;"REGULAR AIR";"14-09-2012";1333;"14-09-2012";"14";"09";"2012";"14-09-2012"
37412;"REGULAR AIR";"05-08-2012";1334;"05-08-2012";"05";"08";"2012";"05-08-2012"
38625;"EXPRESS AIR";"19-11-2010";1335;"19-11-2010";"19";"11";"2010";"19-11-2010"
38625;"REGULAR AIR";"19-11-2010";1336;"19-11-2010";"19";"11";"2010";"19-11-2010"
38656;"REGULAR AIR";"10-08-2012";1337;"10-08-2012";"10";"08";"2012";"10-08-2012"
38784;"REGULAR AIR";"05-02-2011";1338;"05-02-2011";"05";"02";"2011";"05-02-2011"
38882;"DELIVERY TRUCK";"15-12-2009";1339;"15-12-2009";"15";"12";"2009";"15-12-2009"
39527;"REGULAR AIR";"26-04-2011";1340;"26-04-2011";"26";"04";"2011";"26-04-2011"
39845;"REGULAR AIR";"07-09-2009";1341;"07-09-2009";"07";"09";"2009";"07-09-2009"
39877;"REGULAR AIR";"18-08-2012";1342;"18-08-2012";"18";"08";"2012";"18-08-2012"
40259;"EXPRESS AIR";"13-10-2010";1343;"13-10-2010";"13";"10";"2010";"13-10-2010"
41217;"EXPRESS AIR";"15-07-2011";1344;"15-07-2011";"15";"07";"2011";"15-07-2011"
41671;"REGULAR AIR";"05-12-2012";1345;"05-12-2012";"05";"12";"2012";"05-12-2012"
41927;"EXPRESS AIR";"16-07-2012";1346;"16-07-2012";"16";"07";"2012";"16-07-2012"
41988;"DELIVERY TRUCK";"04-02-2009";1347;"04-02-2009";"04";"02";"2009";"04-02-2009"
41988;"DELIVERY TRUCK";"08-02-2009";1348;"08-02-2009";"08";"02";"2009";"08-02-2009"
41988;"REGULAR AIR";"08-02-2009";1349;"08-02-2009";"08";"02";"2009";"08-02-2009"
42692;"REGULAR AIR";"22-12-2011";1350;"22-12-2011";"22";"12";"2011";"22-12-2011"
42692;"REGULAR AIR";"21-12-2011";1351;"21-12-2011";"21";"12";"2011";"21-12-2011"
44007;"REGULAR AIR";"30-05-2011";1352;"30-05-2011";"30";"05";"2011";"30-05-2011"
44450;"REGULAR AIR";"10-10-2010";1353;"10-10-2010";"10";"10";"2010";"10-10-2010"
44450;"REGULAR AIR";"09-10-2010";1354;"09-10-2010";"09";"10";"2010";"09-10-2010"
44610;"REGULAR AIR";"10-03-2011";1355;"10-03-2011";"10";"03";"2011";"10-03-2011"
44999;"REGULAR AIR";"23-01-2010";1356;"23-01-2010";"23";"01";"2010";"23-01-2010"
45025;"REGULAR AIR";"14-04-2011";1357;"14-04-2011";"14";"04";"2011";"14-04-2011"
45248;"REGULAR AIR";"18-04-2011";1358;"18-04-2011";"18";"04";"2011";"18-04-2011"
45249;"REGULAR AIR";"02-12-2010";1359;"02-12-2010";"02";"12";"2010";"02-12-2010"
45570;"REGULAR AIR";"10-08-2010";1360;"10-08-2010";"10";"08";"2010";"10-08-2010"
45731;"DELIVERY TRUCK";"11-08-2009";1361;"11-08-2009";"11";"08";"2009";"11-08-2009"
46375;"REGULAR AIR";"28-08-2010";1362;"28-08-2010";"28";"08";"2010";"28-08-2010"
46375;"REGULAR AIR";"27-08-2010";1363;"27-08-2010";"27";"08";"2010";"27-08-2010"
46885;"REGULAR AIR";"11-06-2011";1364;"11-06-2011";"11";"06";"2011";"11-06-2011"
46885;"REGULAR AIR";"12-06-2011";1365;"12-06-2011";"12";"06";"2011";"12-06-2011"
46948;"REGULAR AIR";"24-05-2010";1366;"24-05-2010";"24";"05";"2010";"24-05-2010"
47267;"REGULAR AIR";"30-12-2010";1367;"30-12-2010";"30";"12";"2010";"30-12-2010"
47267;"DELIVERY TRUCK";"30-12-2010";1368;"30-12-2010";"30";"12";"2010";"30-12-2010"
47333;"REGULAR AIR";"07-09-2011";1369;"07-09-2011";"07";"09";"2011";"07-09-2011"
48167;"DELIVERY TRUCK";"09-09-2009";1370;"09-09-2009";"09";"09";"2009";"09-09-2009"
48167;"REGULAR AIR";"07-09-2009";1371;"07-09-2009";"07";"09";"2009";"07-09-2009"
48167;"DELIVERY TRUCK";"07-09-2009";1372;"07-09-2009";"07";"09";"2009";"07-09-2009"
48230;"EXPRESS AIR";"27-02-2009";1373;"27-02-2009";"27";"02";"2009";"27-02-2009"
48230;"REGULAR AIR";"27-02-2009";1374;"27-02-2009";"27";"02";"2009";"27-02-2009"
48480;"DELIVERY TRUCK";"05-01-2010";1375;"05-01-2010";"05";"01";"2010";"05-01-2010"
48614;"REGULAR AIR";"31-05-2012";1376;"31-05-2012";"31";"05";"2012";"31-05-2012"
48772;"REGULAR AIR";"14-05-2009";1377;"14-05-2009";"14";"05";"2009";"14-05-2009"
48772;"REGULAR AIR";"13-05-2009";1378;"13-05-2009";"13";"05";"2009";"13-05-2009"
48800;"REGULAR AIR";"23-10-2010";1379;"23-10-2010";"23";"10";"2010";"23-10-2010"
48931;"REGULAR AIR";"24-06-2009";1380;"24-06-2009";"24";"06";"2009";"24-06-2009"
48931;"REGULAR AIR";"19-06-2009";1381;"19-06-2009";"19";"06";"2009";"19-06-2009"
48931;"REGULAR AIR";"22-06-2009";1382;"22-06-2009";"22";"06";"2009";"22-06-2009"
49126;"DELIVERY TRUCK";"17-07-2011";1383;"17-07-2011";"17";"07";"2011";"17-07-2011"
49283;"REGULAR AIR";"12-12-2009";1384;"12-12-2009";"12";"12";"2009";"12-12-2009"
49441;"EXPRESS AIR";"28-09-2009";1385;"28-09-2009";"28";"09";"2009";"28-09-2009"
49601;"DELIVERY TRUCK";"02-02-2011";1386;"02-02-2011";"02";"02";"2011";"02-02-2011"
49763;"REGULAR AIR";"14-02-2011";1387;"14-02-2011";"14";"02";"2011";"14-02-2011"
49763;"DELIVERY TRUCK";"13-02-2011";1388;"13-02-2011";"13";"02";"2011";"13-02-2011"
49927;"REGULAR AIR";"20-07-2012";1389;"20-07-2012";"20";"07";"2012";"20-07-2012"
49927;"REGULAR AIR";"22-07-2012";1390;"22-07-2012";"22";"07";"2012";"22-07-2012"
49927;"REGULAR AIR";"21-07-2012";1391;"21-07-2012";"21";"07";"2012";"21-07-2012"
50048;"REGULAR AIR";"20-01-2010";1392;"20-01-2010";"20";"01";"2010";"20-01-2010"
50499;"DELIVERY TRUCK";"13-10-2011";1393;"13-10-2011";"13";"10";"2011";"13-10-2011"
51041;"REGULAR AIR";"30-07-2010";1394;"30-07-2010";"30";"07";"2010";"30-07-2010"
51328;"REGULAR AIR";"31-10-2010";1395;"31-10-2010";"31";"10";"2010";"31-10-2010"
51333;"DELIVERY TRUCK";"06-10-2012";1396;"06-10-2012";"06";"10";"2012";"06-10-2012"
51333;"REGULAR AIR";"06-10-2012";1397;"06-10-2012";"06";"10";"2012";"06-10-2012"
51365;"REGULAR AIR";"09-08-2012";1398;"09-08-2012";"09";"08";"2012";"09-08-2012"
51365;"DELIVERY TRUCK";"08-08-2012";1399;"08-08-2012";"08";"08";"2012";"08-08-2012"
51777;"REGULAR AIR";"20-02-2011";1400;"20-02-2011";"20";"02";"2011";"20-02-2011"
51777;"REGULAR AIR";"21-02-2011";1401;"21-02-2011";"21";"02";"2011";"21-02-2011"
51814;"REGULAR AIR";"26-09-2010";1402;"26-09-2010";"26";"09";"2010";"26-09-2010"
51975;"REGULAR AIR";"22-12-2009";1403;"22-12-2009";"22";"12";"2009";"22-12-2009"
52225;"REGULAR AIR";"13-04-2012";1404;"13-04-2012";"13";"04";"2012";"13-04-2012"
52487;"REGULAR AIR";"02-06-2009";1405;"02-06-2009";"02";"06";"2009";"02-06-2009"
52868;"REGULAR AIR";"18-02-2011";1406;"18-02-2011";"18";"02";"2011";"18-02-2011"
53221;"REGULAR AIR";"27-02-2012";1407;"27-02-2012";"27";"02";"2012";"27-02-2012"
53600;"EXPRESS AIR";"11-07-2012";1408;"11-07-2012";"11";"07";"2012";"11-07-2012"
53667;"REGULAR AIR";"19-05-2012";1409;"19-05-2012";"19";"05";"2012";"19-05-2012"
53891;"REGULAR AIR";"22-01-2009";1410;"22-01-2009";"22";"01";"2009";"22-01-2009"
53955;"DELIVERY TRUCK";"06-03-2011";1411;"06-03-2011";"06";"03";"2011";"06-03-2011"
54150;"EXPRESS AIR";"22-06-2011";1412;"22-06-2011";"22";"06";"2011";"22-06-2011"
55429;"REGULAR AIR";"01-07-2009";1413;"01-07-2009";"01";"07";"2009";"01-07-2009"
55462;"REGULAR AIR";"29-03-2012";1414;"29-03-2012";"29";"03";"2012";"29-03-2012"
55462;"REGULAR AIR";"28-03-2012";1415;"28-03-2012";"28";"03";"2012";"28-03-2012"
55749;"REGULAR AIR";"04-05-2012";1416;"04-05-2012";"04";"05";"2012";"04-05-2012"
55873;"DELIVERY TRUCK";"26-11-2011";1417;"26-11-2011";"26";"11";"2011";"26-11-2011"
56135;"DELIVERY TRUCK";"15-11-2010";1418;"15-11-2010";"15";"11";"2010";"15-11-2010"
56135;"REGULAR AIR";"14-11-2010";1419;"14-11-2010";"14";"11";"2010";"14-11-2010"
56708;"DELIVERY TRUCK";"02-12-2012";1420;"02-12-2012";"02";"12";"2012";"02-12-2012"
56708;"REGULAR AIR";"05-12-2012";1421;"05-12-2012";"05";"12";"2012";"05-12-2012"
