"Order_ID";"Order_Date";"Order_Priority";"Ord_id";"DaysTakenForDelivery";"Date_Ordered"
16166;"2010-01-31";"CRITICAL";4870;0;""
16193;"2012-04-09";"NOT SPECIFIED";101;0;""
16194;"2010-10-07";"NOT SPECIFIED";2004;0;""
16196;"2009-10-20";"HIGH";1393;0;""
16197;"2012-10-26";"CRITICAL";4145;0;""
16225;"2009-05-28";"CRITICAL";3284;0;""
16229;"2009-03-29";"HIGH";2005;0;""
16230;"2010-02-27";"LOW";615;0;""
16231;"2012-09-04";"LOW";2006;0;""
16257;"2012-05-05";"NOT SPECIFIED";739;0;""
16258;"2011-07-06";"MEDIUM";3060;0;""
16260;"2011-11-13";"HIGH";3013;0;""
16262;"2011-01-01";"LOW";3285;0;""
16289;"2010-07-17";"HIGH";3061;0;""
16291;"2011-04-08";"NOT SPECIFIED";1394;0;""
16320;"2011-10-20";"NOT SPECIFIED";376;0;""
16321;"2009-10-01";"NOT SPECIFIED";3286;0;""
16326;"2010-05-10";"HIGH";1157;0;""
16352;"2012-07-30";"MEDIUM";2376;0;""
16356;"2011-08-02";"CRITICAL";4472;0;""
16359;"2012-05-14";"CRITICAL";3014;0;""
16390;"2012-03-24";"MEDIUM";5277;0;""
16419;"2009-08-04";"NOT SPECIFIED";377;0;""
16422;"2011-10-09";"CRITICAL";4031;0;""
16423;"2012-08-05";"MEDIUM";102;0;""
16450;"2011-05-15";"MEDIUM";2869;0;""
16451;"2009-07-22";"NOT SPECIFIED";103;0;""
16452;"2012-08-23";"MEDIUM";1901;0;""
16454;"2012-05-11";"MEDIUM";2635;0;""
16480;"2009-12-06";"NOT SPECIFIED";1239;0;""
16481;"2011-02-18";"LOW";4473;0;""
16513;"2010-09-03";"CRITICAL";2377;0;""
16518;"2012-09-29";"CRITICAL";5032;0;""
16519;"2011-06-10";"MEDIUM";1395;0;""
16545;"2010-05-09";"NOT SPECIFIED";104;0;""
16547;"2009-02-18";"NOT SPECIFIED";105;0;""
16548;"2012-02-05";"NOT SPECIFIED";1396;0;""
16579;"2010-12-12";"NOT SPECIFIED";3958;0;""
16582;"2011-10-01";"CRITICAL";2378;0;""
16610;"2009-10-10";"HIGH";1713;0;""
16612;"2009-02-13";"HIGH";917;0;""
16613;"2010-12-24";"HIGH";1397;0;""
16640;"2010-07-27";"LOW";2379;0;""
16641;"2010-05-10";"HIGH";4474;0;""
16642;"2011-03-02";"NOT SPECIFIED";4475;0;""
16643;"2010-04-11";"LOW";4252;0;""
16674;"2011-04-29";"LOW";2007;0;""
16676;"2009-03-19";"HIGH";2636;0;""
16679;"2009-11-08";"LOW";3287;0;""
16706;"2012-06-27";"HIGH";106;0;""
16709;"2012-10-06";"HIGH";4476;0;""
16710;"2011-04-24";"HIGH";2008;0;""
16711;"2012-04-25";"NOT SPECIFIED";2380;0;""
16737;"2011-06-20";"NOT SPECIFIED";3552;0;""
16741;"2010-09-30";"MEDIUM";107;0;""
16768;"2009-07-25";"HIGH";4871;0;""
16770;"2009-01-06";"CRITICAL";4146;0;""
16771;"2009-09-28";"HIGH";1398;0;""
16772;"2012-12-26";"HIGH";5165;0;""
16775;"2012-11-22";"LOW";3288;0;""
16802;"2011-04-20";"MEDIUM";4147;0;""
16804;"2012-03-10";"HIGH";1399;0;""
16805;"2011-12-30";"LOW";5278;0;""
16806;"2010-06-17";"HIGH";740;0;""
16807;"2012-01-15";"MEDIUM";4253;0;""
16834;"2010-10-23";"LOW";3289;0;""
16837;"2011-01-21";"NOT SPECIFIED";3290;0;""
16864;"2012-10-29";"NOT SPECIFIED";4254;0;""
16866;"2012-02-06";"NOT SPECIFIED";3291;0;""
16897;"2012-06-15";"NOT SPECIFIED";2637;0;""
16932;"2010-04-15";"CRITICAL";108;0;""
16935;"2012-12-15";"NOT SPECIFIED";3959;0;""
16961;"2009-01-06";"NOT SPECIFIED";4148;0;""
16967;"2011-08-19";"LOW";918;0;""
16992;"2010-12-12";"HIGH";4477;0;""
16993;"2011-11-16";"MEDIUM";3062;0;""
16995;"2010-12-18";"NOT SPECIFIED";4478;0;""
16999;"2009-01-19";"CRITICAL";2638;0;""
17024;"2009-10-13";"MEDIUM";1400;0;""
17028;"2009-10-15";"HIGH";3763;0;""
17058;"2011-01-01";"HIGH";3292;0;""
17061;"2012-10-30";"CRITICAL";1401;0;""
17090;"2010-04-28";"LOW";378;0;""
17091;"2012-07-21";"MEDIUM";2639;0;""
17093;"2012-02-11";"NOT SPECIFIED";4479;0;""
17124;"2009-10-25";"CRITICAL";3553;0;""
17152;"2012-03-12";"HIGH";1402;0;""
17155;"2009-01-28";"MEDIUM";5279;0;""
17157;"2012-09-19";"LOW";1811;0;""
17186;"2009-01-26";"MEDIUM";2870;0;""
17187;"2012-09-23";"HIGH";1403;0;""
17216;"2012-05-27";"MEDIUM";2263;0;""
17218;"2012-07-23";"CRITICAL";2381;0;""
17249;"2010-09-25";"LOW";2640;0;""
17251;"2009-10-27";"NOT SPECIFIED";5398;0;""
17252;"2011-04-29";"NOT SPECIFIED";1404;0;""
17253;"2011-08-17";"CRITICAL";5399;0;""
17255;"2010-07-14";"NOT SPECIFIED";2382;0;""
17282;"2009-11-18";"LOW";3844;0;""
17283;"2011-09-14";"NOT SPECIFIED";109;0;""
17286;"2010-09-21";"HIGH";110;0;""
17287;"2011-04-05";"HIGH";5400;0;""
17312;"2011-05-20";"NOT SPECIFIED";1405;0;""
17313;"2009-05-07";"HIGH";4872;0;""
17315;"2009-04-22";"LOW";379;0;""
17317;"2009-12-03";"NOT SPECIFIED";2383;0;""
17344;"2010-07-19";"CRITICAL";741;0;""
17345;"2011-08-02";"CRITICAL";4032;0;""
17376;"2011-12-04";"HIGH";380;0;""
17377;"2011-10-28";"LOW";1406;0;""
17379;"2011-08-14";"CRITICAL";2871;0;""
17381;"2010-08-14";"HIGH";3845;0;""
17382;"2011-07-04";"NOT SPECIFIED";742;0;""
17408;"2009-05-27";"NOT SPECIFIED";1902;0;""
17409;"2010-08-17";"NOT SPECIFIED";111;0;""
17410;"2010-09-01";"LOW";1903;0;""
17414;"2012-06-29";"HIGH";2384;0;""
17445;"2011-08-21";"NOT SPECIFIED";4968;0;""
17446;"2009-06-09";"CRITICAL";2385;0;""
17447;"2012-05-18";"LOW";4873;0;""
17506;"2010-02-28";"LOW";1201;0;""
17507;"2012-06-12";"MEDIUM";743;0;""
17508;"2012-06-27";"LOW";3293;0;""
17510;"2012-10-30";"CRITICAL";4480;0;""
17539;"2011-09-15";"NOT SPECIFIED";5095;0;""
17542;"2010-08-31";"LOW";4481;0;""
17543;"2012-05-25";"CRITICAL";4149;0;""
17568;"2010-10-08";"NOT SPECIFIED";4482;0;""
17571;"2012-03-15";"NOT SPECIFIED";4483;0;""
17573;"2011-09-04";"LOW";2872;0;""
17632;"2010-02-21";"MEDIUM";1059;0;""
17634;"2012-07-21";"HIGH";1407;0;""
17636;"2009-02-04";"LOW";4484;0;""
17666;"2010-09-08";"MEDIUM";3554;0;""
17668;"2009-11-25";"MEDIUM";1408;0;""
17669;"2009-04-29";"HIGH";4485;0;""
17670;"2009-08-25";"MEDIUM";2641;0;""
17698;"2012-05-13";"HIGH";2009;0;""
17700;"2012-10-27";"CRITICAL";4486;0;""
17701;"2012-05-21";"CRITICAL";4487;0;""
17702;"2012-04-13";"HIGH";744;0;""
17735;"2012-07-12";"LOW";1409;0;""
17764;"2009-09-16";"LOW";112;0;""
17765;"2011-09-15";"NOT SPECIFIED";2386;0;""
17795;"2009-04-01";"MEDIUM";1812;0;""
17797;"2012-07-10";"LOW";2642;0;""
17799;"2012-09-20";"MEDIUM";4488;0;""
17825;"2010-01-13";"NOT SPECIFIED";1410;0;""
17826;"2012-06-30";"HIGH";530;0;""
17831;"2012-10-25";"CRITICAL";745;0;""
17858;"2010-09-25";"MEDIUM";1240;0;""
17859;"2010-05-26";"CRITICAL";3764;0;""
17860;"2011-04-06";"CRITICAL";5033;0;""
17862;"2012-05-07";"NOT SPECIFIED";3846;0;""
17924;"2011-08-26";"CRITICAL";3714;0;""
17926;"2011-11-10";"CRITICAL";531;0;""
17927;"2009-08-09";"MEDIUM";3847;0;""
17952;"2010-10-11";"MEDIUM";5034;0;""
17953;"2012-08-20";"HIGH";2264;0;""
17956;"2010-08-05";"CRITICAL";1411;0;""
17958;"2011-08-11";"LOW";2387;0;""
17959;"2012-09-09";"MEDIUM";2265;0;""
17985;"2011-04-12";"MEDIUM";1158;0;""
17986;"2012-04-05";"NOT SPECIFIED";1412;0;""
17988;"2010-09-22";"LOW";3848;0;""
18017;"2010-03-25";"CRITICAL";2266;0;""
18023;"2011-02-24";"MEDIUM";2110;0;""
18049;"2009-08-13";"MEDIUM";3849;0;""
18055;"2010-02-04";"CRITICAL";4150;0;""
18080;"2009-06-22";"HIGH";113;0;""
18085;"2011-09-25";"HIGH";1292;0;""
18112;"2012-03-16";"NOT SPECIFIED";1413;0;""
18113;"2012-08-28";"NOT SPECIFIED";114;0;""
18119;"2009-06-24";"LOW";5166;0;""
18144;"2011-06-07";"CRITICAL";115;0;""
18145;"2010-09-04";"MEDIUM";4874;0;""
18147;"2009-07-17";"NOT SPECIFIED";4255;0;""
18178;"2009-11-02";"LOW";1414;0;""
18179;"2009-08-01";"NOT SPECIFIED";746;0;""
18182;"2011-04-10";"MEDIUM";1415;0;""
18208;"2012-04-01";"NOT SPECIFIED";4033;0;""
18210;"2010-08-06";"NOT SPECIFIED";381;0;""
18213;"2010-09-10";"MEDIUM";2643;0;""
18215;"2010-09-19";"MEDIUM";4875;0;""
18241;"2010-07-27";"LOW";2644;0;""
18244;"2011-02-11";"CRITICAL";2645;0;""
18247;"2009-11-05";"NOT SPECIFIED";532;0;""
18273;"2011-09-15";"LOW";382;0;""
18275;"2012-01-10";"LOW";4489;0;""
18279;"2009-02-26";"MEDIUM";5401;0;""
18307;"2010-02-02";"LOW";3850;0;""
18308;"2009-10-09";"NOT SPECIFIED";116;0;""
18336;"2009-04-24";"NOT SPECIFIED";4490;0;""
18340;"2011-06-17";"MEDIUM";3765;0;""
18341;"2010-07-18";"CRITICAL";2111;0;""
18368;"2012-11-30";"NOT SPECIFIED";5167;0;""
18370;"2011-01-13";"LOW";3851;0;""
18371;"2009-09-18";"MEDIUM";3852;0;""
18373;"2012-04-12";"CRITICAL";2267;0;""
18374;"2012-09-30";"LOW";3715;0;""
18375;"2011-09-22";"LOW";2388;0;""
18400;"2011-12-06";"NOT SPECIFIED";2112;0;""
18402;"2009-08-29";"LOW";4491;0;""
18405;"2009-01-07";"MEDIUM";1416;0;""
18432;"2011-03-12";"HIGH";919;0;""
18464;"2012-03-28";"HIGH";920;0;""
18465;"2010-04-15";"HIGH";2646;0;""
18466;"2012-05-21";"LOW";4492;0;""
18471;"2009-02-19";"NOT SPECIFIED";533;0;""
18496;"2009-05-15";"HIGH";5280;0;""
18500;"2012-02-11";"MEDIUM";4034;0;""
18503;"2011-05-05";"NOT SPECIFIED";5402;0;""
18528;"2011-04-30";"CRITICAL";2647;0;""
18530;"2010-12-31";"NOT SPECIFIED";4493;0;""
18531;"2012-10-29";"CRITICAL";1417;0;""
18532;"2011-10-20";"NOT SPECIFIED";2389;0;""
18533;"2009-11-06";"NOT SPECIFIED";1418;0;""
18534;"2011-12-30";"LOW";2010;0;""
18561;"2009-01-09";"NOT SPECIFIED";1241;0;""
18562;"2011-12-20";"CRITICAL";2206;0;""
18592;"2012-09-30";"CRITICAL";3294;0;""
18593;"2011-09-22";"HIGH";4969;0;""
18595;"2009-01-31";"CRITICAL";2873;0;""
18596;"2012-10-02";"LOW";5035;0;""
18597;"2010-09-26";"MEDIUM";4035;0;""
18598;"2010-08-06";"CRITICAL";4876;0;""
18627;"2010-12-20";"MEDIUM";2390;0;""
18661;"2012-09-08";"LOW";1419;0;""
18688;"2011-03-05";"NOT SPECIFIED";5281;0;""
18689;"2009-12-24";"NOT SPECIFIED";5403;0;""
18723;"2009-08-12";"MEDIUM";1420;0;""
18753;"2009-07-31";"MEDIUM";1421;0;""
18754;"2009-09-25";"NOT SPECIFIED";921;0;""
18757;"2012-05-22";"LOW";1714;0;""
18758;"2010-04-20";"NOT SPECIFIED";5404;0;""
18788;"2009-10-02";"NOT SPECIFIED";383;0;""
18789;"2011-03-16";"HIGH";3651;0;""
18790;"2009-02-11";"HIGH";4494;0;""
18816;"2009-02-24";"CRITICAL";2391;0;""
18819;"2009-02-25";"LOW";4495;0;""
18822;"2010-12-21";"LOW";4036;0;""
18849;"2012-08-05";"HIGH";1904;0;""
18851;"2012-12-16";"CRITICAL";3295;0;""
18852;"2011-09-19";"HIGH";2392;0;""
18853;"2010-01-17";"CRITICAL";3296;0;""
18855;"2009-09-15";"HIGH";4496;0;""
18884;"2011-06-24";"NOT SPECIFIED";3297;0;""
18887;"2010-12-05";"NOT SPECIFIED";117;0;""
18917;"2012-05-03";"CRITICAL";2648;0;""
18918;"2012-10-27";"NOT SPECIFIED";4256;0;""
18919;"2009-06-28";"LOW";4257;0;""
18945;"2009-01-17";"MEDIUM";3063;0;""
18946;"2010-05-04";"CRITICAL";3960;0;""
18950;"2012-02-27";"LOW";2113;0;""
18951;"2011-06-29";"CRITICAL";2011;0;""
19010;"2009-06-07";"LOW";118;0;""
19040;"2011-12-19";"HIGH";4497;0;""
19041;"2011-07-26";"LOW";4498;0;""
19042;"2009-03-01";"CRITICAL";384;0;""
19044;"2012-04-11";"LOW";747;0;""
19047;"2009-01-28";"HIGH";4499;0;""
19073;"2009-06-24";"NOT SPECIFIED";385;0;""
19074;"2012-06-25";"CRITICAL";616;0;""
19075;"2009-09-26";"CRITICAL";3555;0;""
19078;"2009-07-27";"CRITICAL";119;0;""
19104;"2010-08-10";"HIGH";4258;0;""
19105;"2009-10-28";"HIGH";3652;0;""
19111;"2009-10-04";"LOW";2114;0;""
19136;"2010-08-04";"NOT SPECIFIED";3653;0;""
19138;"2011-09-05";"LOW";120;0;""
19139;"2010-12-03";"NOT SPECIFIED";2115;0;""
19140;"2009-09-30";"MEDIUM";5282;0;""
19143;"2012-11-04";"HIGH";4500;0;""
19174;"2010-07-16";"MEDIUM";1905;0;""
19175;"2009-08-19";"LOW";5283;0;""
19204;"2009-09-18";"MEDIUM";1422;0;""
19205;"2010-07-26";"MEDIUM";2874;0;""
19206;"2010-03-30";"LOW";3654;0;""
19207;"2012-03-15";"NOT SPECIFIED";4259;0;""
19232;"2009-07-12";"LOW";4037;0;""
19234;"2009-01-24";"HIGH";4877;0;""
19264;"2011-09-29";"HIGH";4501;0;""
19296;"2010-04-10";"HIGH";4502;0;""
19299;"2009-03-18";"NOT SPECIFIED";4503;0;""
19300;"2009-12-16";"CRITICAL";3298;0;""
19329;"2010-03-07";"NOT SPECIFIED";2393;0;""
19332;"2012-02-27";"HIGH";2116;0;""
19361;"2012-09-23";"LOW";3299;0;""
19363;"2011-07-05";"HIGH";4038;0;""
19365;"2011-01-16";"MEDIUM";386;0;""
19367;"2009-04-20";"HIGH";4039;0;""
19394;"2012-12-25";"MEDIUM";1423;0;""
19424;"2011-04-09";"NOT SPECIFIED";5168;0;""
19425;"2012-09-24";"NOT SPECIFIED";5169;0;""
19429;"2009-08-24";"NOT SPECIFIED";4504;0;""
19430;"2010-11-13";"CRITICAL";4505;0;""
19431;"2009-05-23";"NOT SPECIFIED";1715;0;""
19457;"2009-07-12";"HIGH";5284;0;""
19462;"2011-09-20";"MEDIUM";748;0;""
19492;"2010-12-12";"HIGH";1060;0;""
19493;"2009-02-02";"CRITICAL";2649;0;""
19494;"2010-01-12";"HIGH";2875;0;""
19521;"2009-11-23";"NOT SPECIFIED";5405;0;""
19522;"2009-10-20";"MEDIUM";2394;0;""
19523;"2011-11-30";"HIGH";2876;0;""
19524;"2010-01-14";"CRITICAL";4506;0;""
19555;"2010-02-11";"LOW";4878;0;""
19556;"2010-12-30";"NOT SPECIFIED";4507;0;""
19557;"2011-10-30";"LOW";3300;0;""
19558;"2011-02-25";"LOW";2268;0;""
19559;"2010-04-15";"HIGH";5096;0;""
19584;"2009-04-16";"CRITICAL";1716;0;""
19586;"2012-11-01";"NOT SPECIFIED";3301;0;""
19616;"2011-12-22";"HIGH";2650;0;""
19617;"2012-01-20";"LOW";387;0;""
19621;"2011-09-07";"CRITICAL";3141;0;""
19649;"2011-05-04";"HIGH";3853;0;""
19652;"2012-06-02";"CRITICAL";4970;0;""
19653;"2012-09-11";"NOT SPECIFIED";1424;0;""
19654;"2011-01-09";"HIGH";3655;0;""
19655;"2009-01-11";"HIGH";121;0;""
19686;"2010-08-15";"MEDIUM";122;0;""
19687;"2010-08-13";"MEDIUM";1425;0;""
19716;"2009-09-29";"LOW";1426;0;""
19718;"2012-06-24";"LOW";3302;0;""
19744;"2010-03-14";"MEDIUM";3303;0;""
19745;"2012-12-18";"HIGH";5285;0;""
19748;"2010-08-04";"NOT SPECIFIED";3854;0;""
19777;"2012-10-19";"NOT SPECIFIED";1242;0;""
19782;"2012-10-18";"LOW";1427;0;""
19811;"2011-08-08";"LOW";2395;0;""
19812;"2010-04-02";"LOW";5170;0;""
19813;"2010-03-02";"CRITICAL";534;0;""
19815;"2010-03-25";"NOT SPECIFIED";4508;0;""
19840;"2010-05-24";"CRITICAL";4260;0;""
19841;"2010-12-26";"LOW";2396;0;""
19843;"2010-07-29";"MEDIUM";4879;0;""
19874;"2012-06-08";"HIGH";2397;0;""
19905;"2012-08-12";"CRITICAL";922;0;""
19911;"2011-10-06";"HIGH";4040;0;""
19936;"2012-11-13";"CRITICAL";749;0;""
19943;"2009-11-24";"CRITICAL";4261;0;""
19972;"2012-06-16";"CRITICAL";750;0;""
19974;"2010-11-03";"HIGH";3855;0;""
19975;"2009-04-10";"NOT SPECIFIED";3064;0;""
20002;"2012-08-12";"MEDIUM";4262;0;""
20003;"2012-01-30";"MEDIUM";1202;0;""
20007;"2009-08-05";"NOT SPECIFIED";123;0;""
20032;"2012-11-05";"MEDIUM";3856;0;""
20033;"2010-05-21";"CRITICAL";388;0;""
20036;"2010-12-05";"NOT SPECIFIED";3065;0;""
20037;"2009-01-10";"LOW";3656;0;""
20038;"2010-02-26";"LOW";751;0;""
20066;"2012-09-02";"CRITICAL";4263;0;""
20068;"2011-02-28";"CRITICAL";2398;0;""
20069;"2009-09-26";"CRITICAL";3304;0;""
20071;"2011-09-17";"MEDIUM";124;0;""
20096;"2012-08-19";"LOW";4509;0;""
20098;"2011-12-08";"MEDIUM";1906;0;""
20102;"2011-06-05";"HIGH";1061;0;""
20103;"2010-02-11";"MEDIUM";3305;0;""
20128;"2009-08-31";"NOT SPECIFIED";5067;0;""
20132;"2010-05-17";"LOW";4510;0;""
20134;"2011-03-12";"LOW";1428;0;""
20135;"2009-06-30";"CRITICAL";3306;0;""
20160;"2011-10-22";"LOW";125;0;""
20162;"2009-02-08";"MEDIUM";2399;0;""
20166;"2009-03-04";"LOW";3307;0;""
20192;"2010-10-06";"LOW";3308;0;""
20193;"2010-11-07";"MEDIUM";5500;0;""
20194;"2012-03-13";"HIGH";617;0;""
20225;"2010-07-26";"LOW";4511;0;""
20229;"2009-10-30";"LOW";3309;0;""
20256;"2012-01-31";"LOW";923;0;""
20259;"2011-05-24";"CRITICAL";1429;0;""
20261;"2009-05-20";"MEDIUM";1430;0;""
20262;"2009-12-26";"NOT SPECIFIED";1717;0;""
20263;"2009-11-14";"MEDIUM";126;0;""
20292;"2012-11-08";"MEDIUM";3961;0;""
20322;"2009-06-28";"CRITICAL";535;0;""
20325;"2010-07-03";"CRITICAL";4512;0;""
20354;"2012-09-19";"CRITICAL";2400;0;""
20384;"2011-10-25";"LOW";2401;0;""
20386;"2010-02-27";"CRITICAL";924;0;""
20389;"2009-08-11";"HIGH";752;0;""
20390;"2009-08-31";"NOT SPECIFIED";2651;0;""
20422;"2009-01-26";"HIGH";536;0;""
20448;"2011-08-02";"CRITICAL";537;0;""
20449;"2010-01-03";"MEDIUM";1813;0;""
20450;"2012-12-07";"CRITICAL";4513;0;""
20451;"2012-05-25";"CRITICAL";2652;0;""
20453;"2011-03-10";"MEDIUM";1431;0;""
20455;"2010-06-28";"CRITICAL";925;0;""
20480;"2009-01-29";"MEDIUM";1159;0;""
20482;"2011-07-18";"MEDIUM";2877;0;""
20484;"2009-01-29";"CRITICAL";4151;0;""
20486;"2011-03-05";"HIGH";2653;0;""
20513;"2009-07-07";"HIGH";5406;0;""
20517;"2010-09-15";"LOW";4041;0;""
20518;"2009-10-05";"CRITICAL";2269;0;""
20519;"2009-04-10";"HIGH";4514;0;""
20545;"2010-10-09";"NOT SPECIFIED";1718;0;""
20549;"2009-01-12";"NOT SPECIFIED";3657;0;""
20577;"2010-02-09";"CRITICAL";1719;0;""
20579;"2012-10-01";"MEDIUM";4152;0;""
20614;"2009-05-18";"NOT SPECIFIED";1432;0;""
20615;"2012-04-15";"MEDIUM";4264;0;""
20642;"2012-05-19";"HIGH";926;0;""
20646;"2011-03-30";"MEDIUM";4880;0;""
20674;"2010-12-08";"HIGH";1293;0;""
20676;"2012-11-22";"LOW";753;0;""
20679;"2010-08-14";"MEDIUM";4515;0;""
20704;"2010-02-10";"LOW";3766;0;""
20706;"2009-07-12";"HIGH";4516;0;""
20709;"2009-08-11";"HIGH";1433;0;""
20710;"2009-11-29";"HIGH";2402;0;""
20711;"2009-01-19";"CRITICAL";1907;0;""
20737;"2011-12-25";"MEDIUM";2207;0;""
20741;"2010-10-30";"LOW";5286;0;""
20743;"2011-12-15";"HIGH";4971;0;""
20773;"2009-03-05";"NOT SPECIFIED";3142;0;""
20804;"2011-11-26";"LOW";1720;0;""
20805;"2011-01-10";"HIGH";1203;0;""
20807;"2012-07-21";"NOT SPECIFIED";754;0;""
20832;"2010-07-30";"NOT SPECIFIED";3658;0;""
20838;"2009-04-10";"NOT SPECIFIED";755;0;""
20864;"2011-12-06";"HIGH";4265;0;""
20868;"2010-10-09";"LOW";4266;0;""
20898;"2011-10-30";"MEDIUM";4517;0;""
20899;"2010-04-12";"LOW";2654;0;""
20900;"2010-11-24";"LOW";2208;0;""
20903;"2009-05-20";"HIGH";2270;0;""
20932;"2012-07-29";"HIGH";1908;0;""
20933;"2012-08-26";"HIGH";4153;0;""
20934;"2010-01-20";"CRITICAL";2403;0;""
20960;"2011-11-18";"LOW";756;0;""
20961;"2010-01-14";"NOT SPECIFIED";757;0;""
20964;"2012-03-30";"CRITICAL";3066;0;""
20965;"2009-12-20";"CRITICAL";2117;0;""
20966;"2010-09-18";"LOW";3310;0;""
20967;"2011-03-15";"HIGH";3143;0;""
20995;"2012-03-27";"MEDIUM";4518;0;""
21024;"2010-12-28";"MEDIUM";618;0;""
21025;"2010-09-11";"NOT SPECIFIED";1434;0;""
21028;"2012-06-07";"CRITICAL";1435;0;""
21057;"2011-02-03";"LOW";2404;0;""
21063;"2011-04-15";"LOW";3311;0;""
21089;"2011-07-28";"MEDIUM";2655;0;""
21091;"2009-12-12";"HIGH";1160;0;""
21121;"2009-09-16";"NOT SPECIFIED";3067;0;""
21125;"2011-02-26";"NOT SPECIFIED";1436;0;""
21155;"2011-02-05";"HIGH";4154;0;""
21159;"2011-06-07";"LOW";4519;0;""
21188;"2011-09-21";"CRITICAL";5097;0;""
21190;"2009-05-28";"MEDIUM";2405;0;""
21191;"2012-11-14";"HIGH";4520;0;""
21220;"2012-12-22";"NOT SPECIFIED";3556;0;""
21222;"2009-02-03";"NOT SPECIFIED";4881;0;""
21223;"2012-03-15";"NOT SPECIFIED";389;0;""
21249;"2010-09-19";"LOW";2118;0;""
21253;"2012-04-17";"MEDIUM";5407;0;""
21285;"2010-07-03";"MEDIUM";127;0;""
21286;"2009-05-16";"CRITICAL";4521;0;""
21314;"2009-11-02";"LOW";3068;0;""
21318;"2010-07-04";"HIGH";5098;0;""
21319;"2010-04-29";"MEDIUM";1909;0;""
21344;"2012-12-09";"LOW";1910;0;""
21346;"2011-06-07";"HIGH";4522;0;""
21350;"2011-02-24";"MEDIUM";758;0;""
21378;"2011-08-07";"MEDIUM";390;0;""
21379;"2011-01-14";"HIGH";927;0;""
21382;"2012-01-12";"CRITICAL";1437;0;""
21383;"2009-01-30";"LOW";128;0;""
21410;"2012-05-01";"CRITICAL";5036;0;""
21412;"2011-07-13";"NOT SPECIFIED";3312;0;""
21414;"2011-05-04";"CRITICAL";1721;0;""
21442;"2009-12-25";"LOW";3313;0;""
21444;"2011-04-15";"MEDIUM";3314;0;""
21445;"2009-11-17";"LOW";2878;0;""
21447;"2010-06-03";"NOT SPECIFIED";1722;0;""
21475;"2011-02-20";"CRITICAL";4523;0;""
21477;"2011-05-21";"LOW";3767;0;""
21478;"2012-03-02";"LOW";3144;0;""
21479;"2009-08-28";"MEDIUM";1723;0;""
21505;"2012-12-03";"LOW";2406;0;""
21509;"2012-07-03";"HIGH";619;0;""
21510;"2012-05-08";"HIGH";5171;0;""
21538;"2009-07-27";"MEDIUM";1911;0;""
21539;"2010-07-09";"MEDIUM";4524;0;""
21541;"2009-10-08";"NOT SPECIFIED";4267;0;""
21542;"2011-05-21";"HIGH";391;0;""
21572;"2009-02-13";"CRITICAL";759;0;""
21573;"2012-04-25";"CRITICAL";2879;0;""
21574;"2010-01-15";"CRITICAL";1912;0;""
21600;"2010-04-04";"LOW";3557;0;""
21601;"2011-04-06";"LOW";1243;0;""
21602;"2009-07-01";"CRITICAL";3768;0;""
21604;"2012-04-01";"MEDIUM";1438;0;""
21605;"2012-04-08";"HIGH";4042;0;""
21606;"2011-01-22";"NOT SPECIFIED";2271;0;""
21607;"2012-03-15";"NOT SPECIFIED";129;0;""
21633;"2009-03-27";"MEDIUM";3145;0;""
21634;"2012-10-28";"NOT SPECIFIED";2656;0;""
21635;"2009-12-02";"LOW";3962;0;""
21636;"2009-08-10";"LOW";130;0;""
21638;"2012-04-16";"HIGH";3716;0;""
21639;"2011-02-02";"NOT SPECIFIED";4525;0;""
21665;"2012-10-15";"HIGH";2657;0;""
21670;"2011-01-11";"HIGH";1244;0;""
21671;"2010-06-15";"HIGH";760;0;""
21696;"2010-10-21";"MEDIUM";3146;0;""
21702;"2010-12-17";"NOT SPECIFIED";3069;0;""
21703;"2009-03-02";"NOT SPECIFIED";4155;0;""
21729;"2012-12-06";"LOW";2658;0;""
21731;"2011-11-26";"LOW";4156;0;""
21735;"2010-03-09";"NOT SPECIFIED";5408;0;""
21760;"2011-01-30";"NOT SPECIFIED";4526;0;""
21763;"2012-05-28";"LOW";5172;0;""
21766;"2009-06-01";"HIGH";928;0;""
21792;"2012-09-25";"NOT SPECIFIED";5099;0;""
21795;"2010-06-13";"NOT SPECIFIED";2880;0;""
21796;"2012-05-06";"LOW";2659;0;""
21799;"2011-04-19";"NOT SPECIFIED";4157;0;""
21824;"2011-02-07";"LOW";1439;0;""
21827;"2012-11-09";"NOT SPECIFIED";4527;0;""
21830;"2009-01-11";"LOW";4043;0;""
21831;"2009-09-19";"NOT SPECIFIED";5100;0;""
21856;"2012-04-05";"NOT SPECIFIED";620;0;""
21859;"2011-11-18";"HIGH";2881;0;""
21860;"2012-04-28";"CRITICAL";3963;0;""
21861;"2009-08-18";"CRITICAL";3315;0;""
21862;"2010-09-12";"NOT SPECIFIED";4972;0;""
21863;"2010-11-21";"NOT SPECIFIED";1062;0;""
21889;"2010-04-01";"LOW";131;0;""
21890;"2011-01-24";"NOT SPECIFIED";1814;0;""
21892;"2010-07-04";"HIGH";538;0;""
21893;"2011-10-24";"CRITICAL";1440;0;""
21894;"2011-12-18";"CRITICAL";1063;0;""
21922;"2009-11-11";"HIGH";3015;0;""
21925;"2012-07-12";"NOT SPECIFIED";3070;0;""
21927;"2011-12-10";"HIGH";4528;0;""
21956;"2011-02-01";"HIGH";3316;0;""
